,Location,Weather,Temperature,Date,Time,Names,No. of individuals seen,No. of individuals heard,No. of individuals seen and heard,Comments,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,codes
6004,B7,cloudy,,2023-12-21,07:26:00,black kite,0,1,0,,,,,,,,,,26
6005,B7,cloudy,,2023-12-21,07:26:00,spotted owlet,0,1,0,,,,,,,,,,26
6006,B7,cloudy,,2023-12-21,07:27:00,green warbler,0,2,0,,,,,,,,,,27
6007,B7,cloudy,,2023-12-21,07:27:00,oriental magpie robin,0,1,0,,,,,,,,,,27
6008,B7,cloudy,,2023-12-21,07:27:00,greater coucal,0,2,0,,,,,,,,,,27
6009,B7,cloudy,,2023-12-21,07:27:00,common myna,0,1,0,,,,,,,,,,27
6010,B7,cloudy,,2023-12-21,07:27:00,common tailorbird,0,1,0,,,,,,,,,,27
6011,B7,cloudy,,2023-12-21,07:27:00,large billed crow,0,2,0,,,,,,,,,,27
6012,B7,cloudy,,2023-12-21,07:27:00,white cheeked barbet,0,2,0,,,,,,,,,,27
6013,B7,cloudy,,2023-12-21,07:28:00,common myna,0,1,0,,,,,,,,,,28
6014,B7,cloudy,,2023-12-21,07:28:00,green warbler,0,1,0,,,,,,,,,,28
6015,B7,cloudy,,2023-12-21,07:28:00,purple rumped sunbird,0,1,0,,,,,,,,,,28
6016,B7,cloudy,,2023-12-21,07:28:00,oriental magpie robin,0,1,0,,,,,,,,,,28
6017,B7,cloudy,,2023-12-21,07:28:00,black kite,0,1,0,,,,,,,,,,28
6018,B7,cloudy,,2023-12-21,07:28:00,greater coucal,0,1,0,,,,,,,,,,28
6019,B7,cloudy,,2023-12-21,07:28:00,rose ringed parakeet,0,1,0,,,,,,,,,,28
6020,B7,cloudy,,2023-12-21,07:29:00,green warbler,0,1,0,,,,,,,,,,29
6021,B7,cloudy,,2023-12-21,07:29:00,common tailorbird,0,1,0,,,,,,,,,,29
6022,B7,cloudy,,2023-12-21,07:29:00,greater coucal,0,1,0,,,,,,,,,,29
6023,B7,cloudy,,2023-12-21,07:29:00,large billed crow,0,2,0,,,,,,,,,,29
6024,B7,cloudy,,2023-12-21,07:29:00,white cheeked barbet,0,2,0,,,,,,,,,,29
6025,B7,cloudy,,2023-12-21,07:29:00,oriental magpie robin,0,1,0,,,,,,,,,,29
6026,B7,cloudy,,2023-12-21,07:29:00,common myna,0,1,0,,,,,,,,,,29
6027,B7,cloudy,,2023-12-21,07:29:00,tickells blue flycatcher,0,1,0,,,,,,,,,,29
6028,B7,cloudy,,2023-12-21,07:30:00,black kite,0,1,0,,,,,,,,,,30
6029,B7,cloudy,,2023-12-21,07:30:00,humes warbler,0,1,0,,,,,,,,,,30
6030,B7,cloudy,,2023-12-21,07:30:00,common myna,0,2,0,,,,,,,,,,30
6031,B7,cloudy,,2023-12-21,07:30:00,oriental magpie robin,0,1,0,,,,,,,,,,30
6032,B7,cloudy,,2023-12-21,07:30:00,black kite,1,1,0,,,,,,,,,,30
6033,B7,cloudy,,2023-12-21,07:30:00,large billed crow,0,2,0,,,,,,,,,,30
6034,B7,cloudy,,2023-12-21,07:30:00,white cheeked barbet,0,1,0,,,,,,,,,,30
6035,B7,cloudy,,2023-12-21,07:31:00,common myna,0,2,0,,,,,,,,,,31
6036,B7,cloudy,,2023-12-21,07:31:00,large billed crow,0,2,0,,,,,,,,,,31
6037,B7,cloudy,,2023-12-21,07:31:00,oriental magpie robin,0,1,0,,,,,,,,,,31
6038,B7,cloudy,,2023-12-21,07:31:00,white cheeked barbet,0,2,0,,,,,,,,,,31
6039,B7,cloudy,,2023-12-21,07:31:00,purple rumped sunbird,0,1,0,,,,,,,,,,31
6040,B7,cloudy,,2023-12-21,07:32:00,house crow,0,1,0,,,,,,,,,,32
6041,B7,cloudy,,2023-12-21,07:32:00,large billed crow,0,1,0,,,,,,,,,,32
6042,B7,cloudy,,2023-12-21,07:32:00,rose ringed parakeet,0,0,1,,,,,,,,,,32
6043,B7,cloudy,,2023-12-21,07:32:00,oriental magpie robin,0,1,0,,,,,,,,,,32
6044,B7,cloudy,,2023-12-21,07:32:00,white cheeked barbet,0,1,0,,,,,,,,,,32
6045,B7,cloudy,,2023-12-21,07:33:00,oriental magpie robin,0,1,0,,,,,,,,,,33
6046,B7,cloudy,,2023-12-21,07:33:00,greenish warbler,0,1,0,,,,,,,,,,33
6047,B7,cloudy,,2023-12-21,07:33:00,pale billed flowerpecker,0,1,0,,,,,,,,,,33
6048,B7,cloudy,,2023-12-21,07:33:00,white cheeked barbet,0,2,0,,,,,,,,,,33
6049,B7,cloudy,,2023-12-21,07:33:00,jungle myna,0,1,0,,,,,,,,,,33
6050,B7,cloudy,,2023-12-21,07:33:00,common myna,0,1,0,,,,,,,,,,33
6051,B7,cloudy,,2023-12-21,07:33:00,rose ringed parakeet,0,1,0,,,,,,,,,,33
6052,B7,cloudy,,2023-12-21,07:34:00,white cheeked barbet,0,1,0,,,,,,,,,,34
6053,B7,cloudy,,2023-12-21,07:34:00,green warbler,0,2,0,,,,,,,,,,34
6054,B7,cloudy,,2023-12-21,07:34:00,large billed crow,0,1,0,,,,,,,,,,34
6055,B7,cloudy,,2023-12-21,07:34:00,cinerous tit,0,1,0,,,,,,,,,,34
6056,B7,cloudy,,2023-12-21,07:35:00,common myna,0,1,0,,,,,,,,,,35
6057,B7,cloudy,,2023-12-21,07:35:00,green warbler,0,1,0,,,,,,,,,,35
6058,B7,cloudy,,2023-12-21,07:35:00,humes warbler,0,1,0,,,,,,,,,,35
6059,B7,cloudy,,2023-12-21,07:35:00,large billed crow,0,2,0,,,,,,,,,,35
6060,B7,cloudy,,2023-12-21,07:35:00,white cheeked barbet,0,2,0,,,,,,,,,,35
6061,B7,cloudy,,2023-12-21,07:35:00,oriental magpie robin,0,1,0,,,,,,,,,,35
6062,B7,cloudy,,2023-12-21,07:35:00,booted warbler,0,1,0,,,,,,,,,,35
6063,B7,cloudy,,2023-12-21,07:40:00,oriental magpie robin,1,1,0,,,,,,,,,,40
6064,B7,cloudy,,2023-12-21,07:40:00,green warbler,0,1,0,aaa,"yes, green warbler",,,,,,,,40
6065,B7,cloudy,,2023-12-21,07:40:00,cinerous tit,0,0,2,,,,,,,,,,40
6066,B7,cloudy,,2023-12-21,07:40:00,large billed crow,0,2,0,,,,,,,,,,40
6067,B7,cloudy,,2023-12-21,07:40:00,common myna,0,1,0,,,,,,,,,,40
6068,B7,cloudy,,2023-12-21,07:40:00,white cheeked barbet,0,2,0,,,,,,,,,,40
6069,B7,cloudy,,2023-12-21,07:41:00,oriental magpie robin,0,0,2,,,,,,,,,,41
6070,B7,cloudy,,2023-12-21,07:41:00,cinerous tit,0,0,2,,,,,,,,,,41
6071,B7,cloudy,,2023-12-21,07:41:00,common myna,0,2,0,,,,,,,,,,41
6072,B7,cloudy,,2023-12-21,07:41:00,large billed crow,a,a,a,aaa,put as 1 heard; check if there are any birdnet detections,,,,,,,,41
6073,B7,cloudy,,2023-12-21,07:41:00,rose ringed parakeet,0,0,2,,,,,,,,,,41
6074,B7,cloudy,,2023-12-21,07:41:00,indian white eye,0,1,0,,,,,,,,,,41
6075,B7,cloudy,,2023-12-21,07:41:00,ultra marine flycatcher,0,1,0,,,,,,,,,,41
6076,B7,cloudy,,2023-12-21,07:42:00,large billed crow,0,2,0,,,,,,,,,,42
6077,B7,cloudy,,2023-12-21,07:42:00,cinerous tit,0,1,0,,,,,,,,,,42
6078,B7,cloudy,,2023-12-21,07:42:00,ultra marine flycatcher,0,1,0,,,,,,,,,,42
6079,B7,cloudy,,2023-12-21,07:43:00,oriental magpie robin,0,0,2,,,,,,,,,,43
6080,B7,cloudy,,2023-12-21,07:43:00,cinerous tit,0,2,0,,,,,,,,,,43
6081,B7,cloudy,,2023-12-21,07:43:00,blythes reed warbler,0,1,0,,,,,,,,,,43
6082,B7,cloudy,,2023-12-21,07:43:00,large billed crow,0,3,0,,,,,,,,,,43
6083,B7,cloudy,,2023-12-21,07:43:00,common tailorbird,0,1,0,,,,,,,,,,43
6084,B7,cloudy,,2023-12-21,07:43:00,indian white eye,0,1,0,,,,,,,,,,43
6085,B7,cloudy,,2023-12-21,07:44:00,indian white eye,0,2,0,,,,,,,,,,44
6086,B7,cloudy,,2023-12-21,07:44:00,oriental magpie robin,0,1,0,,,,,,,,,,44
6087,B7,cloudy,,2023-12-21,07:44:00,cinerous tit,0,2,0,,,,,,,,,,44
6088,B7,cloudy,,2023-12-21,07:44:00,common myna,0,1,0,,,,,,,,,,44
6089,B7,cloudy,,2023-12-21,07:44:00,jungle myna,0,1,0,,,,,,,,,,44
6090,B7,cloudy,,2023-12-21,07:45:00,jungle myna,0,2,0,,,,,,,,,,45
6091,B7,cloudy,,2023-12-21,07:45:00,common myna,0,1,0,,,,,,,,,,45
6092,B7,cloudy,,2023-12-21,07:45:00,oriental magpie robin,0,1,0,,,,,,,,,,45
6093,B7,cloudy,,2023-12-21,07:45:00,rose ringed parakeet,0,1,0,,,,,,,,,,45
6094,B7,cloudy,,2023-12-21,07:45:00,large billed crow,0,2,0,,,,,,,,,,45
6095,B7,cloudy,,2023-12-21,07:45:00,white cheeked barbet,0,2,0,,,,,,,,,,45
6096,B7,cloudy,,2023-12-21,07:46:00,common myna,0,2,0,,,,,,,,,,46
6097,B7,cloudy,,2023-12-21,07:46:00,jungle myna,0,2,0,,,,,,,,,,46
6098,B7,cloudy,,2023-12-21,07:46:00,tickells blue flycatcher,0,1,0,,,,,,,,,,46
6099,B7,cloudy,,2023-12-21,07:46:00,large billed crow,0,1,0,,,,,,,,,,46
6100,B7,cloudy,,2023-12-21,07:46:00,oriental magpie robin,0,1,0,,,,,,,,,,46
6101,B7,cloudy,,2023-12-21,07:46:00,cinerous tit,0,1,0,,,,,,,,,,46
6102,B7,cloudy,,2023-12-21,07:46:00,red whiskered bulbul,0,1,0,,,,,,,,,,46
6103,B7,cloudy,,2023-12-21,07:47:00,oriental magpie robin,0,1,0,,,,,,,,,,47
6104,B7,cloudy,,2023-12-21,07:47:00,asian koel,0,1,0,,,,,,,,,,47
6105,B7,cloudy,,2023-12-21,07:47:00,common myna,0,1,0,,,,,,,,,,47
6106,B7,cloudy,,2023-12-21,07:47:00,jungle myna,0,1,0,,,,,,,,,,47
6107,B7,cloudy,,2023-12-21,07:47:00,white cheeked barbet,0,2,0,,,,,,,,,,47
6108,B7,cloudy,,2023-12-21,07:47:00,green warbler,0,1,0,,,,,,,,,,47
6109,B7,cloudy,,2023-12-21,07:47:00,green warbler,0,1,0,,,,,,,,,,47
6110,B7,cloudy,,2023-12-21,07:47:00,greenish warbler,0,1,0,,,,,,,,,,47
6111,B7,cloudy,,2023-12-21,07:47:00,large billed crow,0,2,0,,,,,,,,,,47
6112,B7,cloudy,,2023-12-21,07:48:00,large billed crow,0,2,0,,,,,,,,,,48
6113,B7,cloudy,,2023-12-21,07:48:00,white cheeked barbet,0,1,0,,,,,,,,,,48
6114,B7,cloudy,,2023-12-21,07:48:00,asian koel,0,2,0,,,,,,,,,,48
6115,B7,cloudy,,2023-12-21,07:48:00,green warbler,0,1,0,,,,,,,,,,48
6116,B7,cloudy,,2023-12-21,07:48:00,common myna,0,1,0,,,,,,,,,,48
6117,B7,cloudy,,2023-12-21,07:48:00,rose ringed parakeet,0,1,0,,,,,,,,,,48
6118,B7,cloudy,,2023-12-21,07:48:00,shikra,0,1,0,,,,,,,,,,48
6119,B7,cloudy,,2023-12-21,07:49:00,shikra,0,1,0,,,,,,,,,,49
6120,B7,cloudy,,2023-12-21,07:49:00,large billed crow,0,2,0,,,,,,,,,,49
6121,B7,cloudy,,2023-12-21,07:49:00,white cheeked barbet,0,1,0,,,,,,,,,,49
6122,B7,cloudy,,2023-12-21,07:49:00,common myna,0,1,0,,,,,,,,,,49
6123,B7,cloudy,,2023-12-21,07:50:00,red whiskered bulbul,0,1,0,,,,,,,,,,50
6124,B7,cloudy,,2023-12-21,07:50:00,shikra,0,1,0,,,,,,,,,,50
6125,B7,cloudy,,2023-12-21,07:50:00,large billed crow,0,1,0,,,,,,,,,,50
6126,B7,cloudy,,2023-12-21,07:50:00,oriental magpie robin,0,1,0,,,,,,,,,,50
6127,B7,cloudy,,2023-12-21,07:50:00,common myna,0,2,0,,,,,,,,,,50
6128,B7,cloudy,,2023-12-21,07:50:00,green warbler,0,1,0,,,,,,,,,,50
6129,B7,cloudy,,2023-12-21,07:50:00,white cheeked barbet,0,1,0,,,,,,,,,,50
6130,B7,cloudy,,2023-12-21,07:51:00,red whiskered bulbul,0,1,0,,,,,,,,,,51
6131,B7,cloudy,,2023-12-21,07:51:00,greenish warbler,0,1,0,,,,,,,,,,51
6132,B7,cloudy,,2023-12-21,07:51:00,oriental magpie robin,0,1,0,,,,,,,,,,51
6133,B7,cloudy,,2023-12-21,07:51:00,greenish warbler,0,1,0,,,,,,,,,,51
6134,B7,cloudy,,2023-12-21,07:51:00,shikra,0,1,0,,,,,,,,,,51
6135,B7,cloudy,,2023-12-21,07:51:00,white cheeked barbet,a,a,a,aaa,check if birdnet has any predictions here; check audio for vocalizations,,,,,,,,51
6136,B7,cloudy,,2023-12-21,07:52:00,shikra,0,1,0,,,,,,,,,,52
6137,B7,cloudy,,2023-12-21,07:52:00,large billed crow,0,2,0,,,,,,,,,,52
6138,B7,cloudy,,2023-12-21,07:52:00,greenish warbler,0,1,0,,,,,,,,,,52
6139,B7,cloudy,,2023-12-21,07:52:00,green warbler,0,1,0,aaa,"yes, green warbler",,,,,,,,52
6140,B7,cloudy,,2023-12-21,07:52:00,white cheeked barbet,0,1,0,,,,,,,,,,52
6141,B7,cloudy,,2023-12-21,07:53:00,shikra,0,1,0,,,,,,,,,,53
6142,B7,cloudy,,2023-12-21,07:53:00,white cheeked barbet,0,2,0,,,,,,,,,,53
6143,B7,cloudy,,2023-12-21,07:53:00,greenish warbler,0,2,0,,,,,,,,,,53
6144,B7,cloudy,,2023-12-21,07:53:00,large billed crow,0,2,0,,,,,,,,,,53
6145,B7,cloudy,,2023-12-21,07:54:00,large billed crow,0,2,0,,,,,,,,,,54
6146,B7,cloudy,,2023-12-21,07:54:00,greenish warbler,0,1,0,,,,,,,,,,54
6147,B7,cloudy,,2023-12-21,07:54:00,black kite,0,1,0,,,,,,,,,,54
6148,B7,cloudy,,2023-12-21,07:54:00,green warbler,0,1,0,,,,,,,,,,54
6149,B7,cloudy,,2023-12-21,07:55:00,large billed crow,0,2,0,,,,,,,,,,55
6150,B7,cloudy,,2023-12-21,07:55:00,common myna,0,1,0,,,,,,,,,,55
6151,B7,cloudy,,2023-12-21,07:55:00,purple rumped sunbird,0,2,0,,,,,,,,,,55
6152,B7,cloudy,,2023-12-21,07:55:00,oriental magpie robin,0,1,0,,,,,,,,,,55
6153,B7,cloudy,,2023-12-21,07:55:00,green warbler,0,1,0,,,,,,,,,,55
6154,Jubilee,cloudy,,2023-12-20,07:00:00,red whiskered bulbul,0,2,0,,,,,,,,,,0
6155,Jubilee,cloudy,,2023-12-20,07:00:00,asian koel,0,1,0,,,,,,,,,,0
6156,Jubilee,cloudy,,2023-12-20,07:00:00,rose ringed parakeet,0,1,0,,,,,,,,,,0
6157,Jubilee,cloudy,,2023-12-20,07:00:00,spot breasted fantail,0,1,0,,,,,,,,,,0
6158,Jubilee,cloudy,,2023-12-20,07:00:00,large billed crow,0,2,0,,,,,,,,,,0
6159,Jubilee,cloudy,,2023-12-20,07:00:00,common tailorbird,0,1,0,,,,,,,,,,0
6160,Jubilee,cloudy,,2023-12-20,07:01:00,large billed crow,0,2,0,,,,,,,,,,1
6161,Jubilee,cloudy,,2023-12-20,07:01:00,asian koel,0,1,0,,,,,,,,,,1
6162,Jubilee,cloudy,,2023-12-20,07:01:00,red whiskered bulbul,0,1,0,,,,,,,,,,1
6163,Jubilee,cloudy,,2023-12-20,07:01:00,spot breasted fantail,0,1,0,,,,,,,,,,1
6164,Jubilee,cloudy,,2023-12-20,07:01:00,blythes reed warbler,0,1,0,,,,,,,,,,1
6165,Jubilee,cloudy,,2023-12-20,07:02:00,red whiskered bulbul,0,2,0,,,,,,,,,,2
6166,Jubilee,cloudy,,2023-12-20,07:02:00,rose ringed parakeet,0,1,0,,,,,,,,,,2
6167,Jubilee,cloudy,,2023-12-20,07:02:00,large billed crow,0,1,0,,,,,,,,,,2
6168,Jubilee,cloudy,,2023-12-20,07:02:00,cinerous tit,0,1,0,,,,,,,,,,2
6169,Jubilee,cloudy,,2023-12-20,07:02:00,spot breasted fantail,0,1,0,,,,,,,,,,2
6170,Jubilee,cloudy,,2023-12-20,07:03:00,rose ringed parakeet,0,1,0,,,,,,,,,,3
6171,Jubilee,cloudy,,2023-12-20,07:03:00,red whiskered bulbul,0,2,0,,,,,,,,,,3
6172,Jubilee,cloudy,,2023-12-20,07:03:00,large billed crow,0,1,0,,,,,,,,,,3
6173,Jubilee,cloudy,,2023-12-20,07:03:00,rufous treepie,0,1,0,,,,,,,,,,3
6174,Jubilee,cloudy,,2023-12-20,07:03:00,cinerous tit,0,1,0,,,,,,,,,,3
6175,Jubilee,cloudy,,2023-12-20,07:03:00,blythes reed warbler,0,1,0,,,,,,,,,,3
6176,Jubilee,cloudy,,2023-12-20,07:04:00,rose ringed parakeet,0,1,0,,,,,,,,,,4
6177,Jubilee,cloudy,,2023-12-20,07:04:00,large billed crow,0,2,0,,,,,,,,,,4
6178,Jubilee,cloudy,,2023-12-20,07:04:00,red whiskered bulbul,0,2,0,,,,,,,,,,4
6179,Jubilee,cloudy,,2023-12-20,07:04:00,oriental magpie robin,0,1,0,,,,,,,,,,4
6180,Jubilee,cloudy,,2023-12-20,07:04:00,booted warbler,0,2,0,,,,,,,,,,4
6181,Jubilee,cloudy,,2023-12-20,07:04:00,white cheeked barbet,0,2,0,,,,,,,,,,4
6182,Jubilee,cloudy,,2023-12-20,07:04:00,oriental magpie robin,0,1,0,,,,,,,,,,4
6183,Jubilee,cloudy,,2023-12-20,07:04:00,large billed crow,0,3,0,,,,,,,,,,4
6184,Jubilee,cloudy,,2023-12-20,07:04:00,red whiskered bulbul,0,2,0,,,,,,,,,,4
6185,Jubilee,cloudy,,2023-12-20,07:04:00,booted warbler,0,1,0,,,,,,,,,,4
6186,Jubilee,cloudy,,2023-12-20,07:05:00,booted warbler,0,2,0,,,,,,,,,,5
6187,Jubilee,cloudy,,2023-12-20,07:05:00,red whiskered bulbul,0,2,0,,,,,,,,,,5
6188,Jubilee,cloudy,,2023-12-20,07:05:00,large billed crow,0,2,0,,,,,,,,,,5
6189,Jubilee,cloudy,,2023-12-20,07:05:00,white cheeked barbet,0,2,0,,,,,,,,,,5
6190,Jubilee,cloudy,,2023-12-20,07:05:00,cinerous tit,0,1,0,,,,,,,,,,5
6191,Jubilee,cloudy,,2023-12-20,07:06:00,white cheeked barbet,0,3,0,,,,,,,,,,6
6192,Jubilee,cloudy,,2023-12-20,07:06:00,red whiskered bulbul,0,3,0,,,,,,,,,,6
6193,Jubilee,cloudy,,2023-12-20,07:06:00,common tailorbird,0,1,0,,,,,,,,,,6
6194,Jubilee,cloudy,,2023-12-20,07:06:00,large billed crow,0,1,0,,,,,,,,,,6
6195,Jubilee,cloudy,,2023-12-20,07:07:00,booted warbler,0,2,0,,,,,,,,,,7
6196,Jubilee,cloudy,,2023-12-20,07:07:00,red whiskered bulbul,0,4,0,,,,,,,,,,7
6197,Jubilee,cloudy,,2023-12-20,07:07:00,large billed crow,0,1,0,,,,,,,,,,7
6198,Jubilee,cloudy,,2023-12-20,07:07:00,booted eagle,0,1,0,,,,,,,,,,7
6199,Jubilee,cloudy,,2023-12-20,07:07:00,white cheeked barbet,0,1,0,,,,,,,,,,7
6200,Jubilee,cloudy,,2023-12-20,07:08:00,white cheeked barbet,0,1,0,,,,,,,,,,8
6201,Jubilee,cloudy,,2023-12-20,07:08:00,green warbler,0,1,0,,,,,,,,,,8
6202,Jubilee,cloudy,,2023-12-20,07:08:00,large billed crow,0,2,0,,,,,,,,,,8
6203,Jubilee,cloudy,,2023-12-20,07:08:00,red whiskered bulbul,0,1,0,,,,,,,,,,8
6204,Jubilee,cloudy,,2023-12-20,07:08:00,cinerous tit,0,1,0,,,,,,,,,,8
6205,Jubilee,cloudy,,2023-12-20,07:09:00,red whiskered bulbul,0,1,0,,,,,,,,,,9
6206,Jubilee,cloudy,,2023-12-20,07:09:00,large billed crow,0,2,0,,,,,,,,,,9
6207,Jubilee,cloudy,,2023-12-20,07:09:00,white cheeked barbet,0,2,0,,,,,,,,,,9
6208,Jubilee,cloudy,,2023-12-20,07:09:00,cinerous tit,0,1,0,,,,,,,,,,9
6209,Jubilee,cloudy,,2023-12-20,07:09:00,rose ringed parakeet,0,2,0,,,,,,,,,,9
6210,Jubilee,cloudy,,2023-12-20,07:09:00,pale billed flowerpecker,0,2,0,,,,,,,,,,9
6211,Jubilee,cloudy,,2023-12-20,07:09:00,purple rumped sunbird,0,2,0,,,,,,,,,,9
6212,Jubilee,cloudy,,2023-12-20,07:10:00,blythes reed warbler,0,1,0,,,,,,,,,,10
6213,Jubilee,cloudy,,2023-12-20,07:10:00,white cheeked barbet,0,1,0,,,,,,,,,,10
6214,Jubilee,cloudy,,2023-12-20,07:10:00,red whiskered bulbul,0,1,0,,,,,,,,,,10
6215,Jubilee,cloudy,,2023-12-20,07:10:00,purple rumped sunbird,0,1,0,,,,,,,,,,10
6216,Jubilee,cloudy,,2023-12-20,07:10:00,cinerous tit,0,1,0,,,,,,,,,,10
6217,Jubilee,cloudy,,2023-12-20,07:11:00,large billed crow,0,2,0,,,,,,,,,,11
6218,Jubilee,cloudy,,2023-12-20,07:11:00,red whiskered bulbul,0,2,0,,,,,,,,,,11
6219,Jubilee,cloudy,,2023-12-20,07:11:00,spot breasted fantail,0,1,0,,,,,,,,,,11
6220,Jubilee,cloudy,,2023-12-20,07:11:00,large billed crow,0,1,0,,,,,,,,,,11
6221,Jubilee,cloudy,,2023-12-20,07:11:00,purple rumped sunbird,0,2,0,,,,,,,,,,11
6222,Jubilee,cloudy,,2023-12-20,07:11:00,white cheeked barbet,0,1,0,,,,,,,,,,11
6223,Jubilee,cloudy,,2023-12-20,07:11:00,lottens sunbird,0,1,0,,,,,,,,,,11
6224,Jubilee,cloudy,,2023-12-20,07:12:00,rose ringed parakeet,0,2,0,,,,,,,,,,12
6225,Jubilee,cloudy,,2023-12-20,07:12:00,red whiskered bulbul,0,2,0,,,,,,,,,,12
6226,Jubilee,cloudy,,2023-12-20,07:12:00,cinerous tit,0,1,0,,,,,,,,,,12
6227,Jubilee,cloudy,,2023-12-20,07:12:00,booted warbler,0,2,0,,,,,,,,,,12
6228,Jubilee,cloudy,,2023-12-20,07:12:00,booted eagle,0,1,0,,,,,,,,,,12
6229,Jubilee,cloudy,,2023-12-20,07:13:00,large billed crow,0,2,0,,,,,,,,,,13
6230,Jubilee,cloudy,,2023-12-20,07:13:00,white cheeked barbet,0,2,0,,,,,,,,,,13
6231,Jubilee,cloudy,,2023-12-20,07:13:00,red whiskered bulbul,0,2,0,,,,,,,,,,13
6232,Jubilee,cloudy,,2023-12-20,07:13:00,purple sunbird,0,1,0,,,,,,,,,,13
6233,Jubilee,cloudy,,2023-12-20,07:13:00,rose ringed parakeet,0,2,0,,,,,,,,,,13
6234,Jubilee,cloudy,,2023-12-20,07:13:00,cinerous tit,0,0,1,,,,,,,,,,13
6235,Jubilee,cloudy,,2023-12-20,07:13:00,spot breasted fantail,0,0,1,,,,,,,,,,13
6236,Jubilee,cloudy,,2023-12-20,07:14:00,indian paradise flycatcher,0,1,0,,,,,,,,,,14
6237,Jubilee,cloudy,,2023-12-20,07:14:00,cinerous tit,0,1,0,,,,,,,,,,14
6238,Jubilee,cloudy,,2023-12-20,07:14:00,white cheeked barbet,0,2,0,,,,,,,,,,14
6239,Jubilee,cloudy,,2023-12-20,07:14:00,red whiskered bulbul,0,4,0,,,,,,,,,,14
6240,Jubilee,cloudy,,2023-12-20,07:15:00,booted eagle,0,1,0,,,,,,,,,,15
6241,Jubilee,cloudy,,2023-12-20,07:15:00,white cheeked barbet,0,2,0,,,,,,,,,,15
6242,Jubilee,cloudy,,2023-12-20,07:15:00,red whiskered bulbul,0,2,0,,,,,,,,,,15
6243,Jubilee,cloudy,,2023-12-20,07:15:00,spotted dove,0,1,0,,,,,,,,,,15
6244,Jubilee,cloudy,,2023-12-20,07:15:00,indian paradise flycatcher,0,1,0,,,,,,,,,,15
6245,Jubilee,cloudy,,2023-12-20,07:20:00,purple rumped sunbird,0,1,0,,,,,,,,,,20
6246,Jubilee,cloudy,,2023-12-20,07:20:00,large billed crow,0,1,0,,,,,,,,,,20
6247,Jubilee,cloudy,,2023-12-20,07:20:00,green warbler,0,1,0,,,,,,,,,,20
6248,Jubilee,cloudy,,2023-12-20,07:20:00,red whiskered bulbul,0,2,0,,,,,,,,,,20
6249,Jubilee,cloudy,,2023-12-20,07:20:00,asian koel,0,1,0,,,,,,,,,,20
6250,Jubilee,cloudy,,2023-12-20,07:21:00,red whiskered bulbul,0,2,0,,,,,,,,,,21
6251,Jubilee,cloudy,,2023-12-20,07:21:00,large billed crow,0,2,0,,,,,,,,,,21
6252,Jubilee,cloudy,,2023-12-20,07:21:00,indian paradise flycatcher,0,1,0,,,,,,,,,,21
6253,Jubilee,cloudy,,2023-12-20,07:21:00,pale billed flowerpecker,0,1,0,,,,,,,,,,21
6254,Jubilee,cloudy,,2023-12-20,07:21:00,white cheeked barbet,0,1,0,,,,,,,,,,21
6255,Jubilee,cloudy,,2023-12-20,07:22:00,red whiskered bulbul,0,3,0,,,,,,,,,,22
6256,Jubilee,cloudy,,2023-12-20,07:22:00,pale billed flowerpecker,0,1,0,,,,,,,,,,22
6257,Jubilee,cloudy,,2023-12-20,07:22:00,large billed crow,0,1,0,,,,,,,,,,22
6258,Jubilee,cloudy,,2023-12-20,07:22:00,indian paradise flycatcher,0,1,0,,,,,,,,,,22
6259,Jubilee,cloudy,,2023-12-20,07:22:00,spot breasted fantail,0,1,0,,,,,,,,,,22
6260,Jubilee,cloudy,,2023-12-20,07:23:00,indian paradise flycatcher,0,1,0,,,,,,,,,,23
6261,Jubilee,cloudy,,2023-12-20,07:23:00,red whiskered bulbul,0,2,0,,,,,,,,,,23
6262,Jubilee,cloudy,,2023-12-20,07:23:00,booted warbler,0,2,0,,,,,,,,,,23
6263,Jubilee,cloudy,,2023-12-20,07:24:00,booted warbler,0,2,0,,,,,,,,,,24
6264,Jubilee,cloudy,,2023-12-20,07:24:00,indian paradise flycatcher,0,1,0,,,,,,,,,,24
6265,Jubilee,cloudy,,2023-12-20,07:24:00,rose ringed parakeet,0,2,0,,,,,,,,,,24
6266,Jubilee,cloudy,,2023-12-20,07:24:00,red whiskered bulbul,0,2,0,,,,,,,,,,24
6267,Jubilee,cloudy,,2023-12-20,07:24:00,white cheeked barbet,0,1,0,,,,,,,,,,24
6268,Jubilee,cloudy,,2023-12-20,07:25:00,indian paradise flycatcher,0,1,0,,,,,,,,,,25
6269,Jubilee,cloudy,,2023-12-20,07:25:00,rose ringed parakeet,0,1,0,,,,,,,,,,25
6270,Jubilee,cloudy,,2023-12-20,07:25:00,booted warbler,0,1,0,,,,,,,,,,25
6271,Jubilee,cloudy,,2023-12-20,07:26:00,large billed crow,0,1,0,,,,,,,,,,26
6272,Jubilee,cloudy,,2023-12-20,07:26:00,cinerous tit,0,1,0,,,,,,,,,,26
6273,Jubilee,cloudy,,2023-12-20,07:26:00,red whiskered bulbul,0,2,0,,,,,,,,,,26
6274,Jubilee,cloudy,,2023-12-20,07:26:00,large billed crow,0,3,0,,,,,,,,,,26
