,Location,Weather,Temperature,Date,Time,Names,No. of individuals seen,No. of individuals heard,No. of individuals seen and heard,Comments,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,codes
19812,Jubilee,,,2023-02-22,08:32:00,common myna,0,2,0,,,,,,,,,,32
19813,Jubilee,,,2023-02-22,08:32:00,large billed crow,0,3,0,,,,,,,,,,32
19814,Jubilee,,,2023-02-22,08:32:00,white cheeked barbet,0,2,0,,,,,,,,,,32
19815,Jubilee,,,2023-02-22,08:33:00,black naped oriole,0,1,0,,,,,,,,,,33
19816,Jubilee,,,2023-02-22,08:33:00,common myna,0,2,0,,,,,,,,,,33
19817,Jubilee,,,2023-02-22,08:33:00,white cheeked barbet,0,3,0,,,,,,,,,,33
19818,Jubilee,,,2023-02-22,08:33:00,large billed crow,0,3,0,,,,,,,,,,33
19819,Jubilee,,,2023-02-22,08:33:00,black kite,0,2,0,,,,,,,,,,33
19820,Jubilee,,,2023-02-22,08:34:00,large billed crow,0,3,0,,,,,,,,,,34
19821,Jubilee,,,2023-02-22,08:34:00,black naped oriole,0,1,0,,,,,,,,,,34
19822,Jubilee,,,2023-02-22,08:35:00,large billed crow,0,3,0,,,,,,,,,,35
19823,Jubilee,,,2023-02-22,08:35:00,black naped oriole,0,1,0,,,,,,,,,,35
19824,Jubilee,,,2023-02-22,08:35:00,common myna,0,2,0,,,,,,,,,,35
19825,Jubilee,,,2023-02-22,08:35:00,purple rumped sunbird,0,1,0,,,,,,,,,,35
19826,Jubilee,,,2023-02-22,08:35:00,common tailorbird,0,1,0,,,,,,,,,,35
19827,Jubilee,,,2023-02-22,08:40:00,large billed crow,0,2,0,,,,,,,,,,40
19828,Jubilee,,,2023-02-22,08:40:00,white cheeked barbet,0,3,0,,,,,,,,,,40
19829,Jubilee,,,2023-02-22,08:40:00,red whiskered bulbul,0,1,0,,,,,,,,,,40
19830,Jubilee,,,2023-02-22,08:40:00,black kite,0,2,0,,,,,,,,,,40
19831,Jubilee,,,2023-02-22,08:40:00,common myna,0,1,0,,,,,,,,,,40
19832,Jubilee,,,2023-02-22,08:40:00,greater coucal,0,1,0,,,,,,,,,,40
19833,Jubilee,,,2023-02-22,08:40:00,ashy drongo,0,1,0,,,,,,,,,,40
19834,Jubilee,,,2023-02-22,08:40:00,greenish warbler,0,2,0,,,,,,,,,,40
19835,Jubilee,,,2023-02-22,08:41:00,white cheeked barbet,0,2,0,,,,,,,,,,41
19836,Jubilee,,,2023-02-22,08:41:00,cinerous tit,0,2,0,,,,,,,,,,41
19837,Jubilee,,,2023-02-22,08:41:00,greater coucal,0,1,0,,,,,,,,,,41
19838,Jubilee,,,2023-02-22,08:41:00,common myna,0,2,0,,,,,,,,,,41
19839,Jubilee,,,2023-02-22,08:41:00,large billed crow,0,3,0,,,,,,,,,,41
19840,Jubilee,,,2023-02-22,08:41:00,blythes reed warbler,0,1,0,,,,,,,,,,41
19841,Jubilee,,,2023-02-22,08:42:00,cinerous tit,0,1,0,,,,,,,,,,42
19842,Jubilee,,,2023-02-22,08:42:00,large billed crow,0,2,0,,,,,,,,,,42
19843,Jubilee,,,2023-02-22,08:42:00,tickells blue flycatcher,0,1,0,,,,,,,,,,42
19844,Jubilee,,,2023-02-22,08:42:00,black kite,0,2,0,,,,,,,,,,42
19845,Jubilee,,,2023-02-22,08:42:00,purple sunbird,0,1,0,,,,,,,,,,42
19846,Jubilee,,,2023-02-22,08:42:00,pale billed flowerpecker,0,1,0,,,,,,,,,,42
19847,Jubilee,,,2023-02-22,08:43:00,cinerous tit,0,1,0,,,,,,,,,,43
19848,Jubilee,,,2023-02-22,08:43:00,large billed crow,0,3,0,,,,,,,,,,43
19849,Jubilee,,,2023-02-22,08:43:00,white cheeked barbet,0,3,0,,,,,,,,,,43
19850,Jubilee,,,2023-02-22,08:43:00,black kite,0,2,0,,,,,,,,,,43
19851,Jubilee,,,2023-02-22,08:43:00,greater coucal,0,1,0,,,,,,,,,,43
19852,Jubilee,,,2023-02-22,08:44:00,common myna,0,2,0,,,,,,,,,,44
19853,Jubilee,,,2023-02-22,08:44:00,cinerous tit,0,1,0,,,,,,,,,,44
19854,Jubilee,,,2023-02-22,08:44:00,large billed crow,0,3,0,,,,,,,,,,44
19855,Jubilee,,,2023-02-22,08:44:00,white cheeked barbet,0,3,0,,,,,,,,,,44
19856,Jubilee,,,2023-02-22,08:45:00,large billed crow,0,2,0,,,,,,,,,,45
19857,Jubilee,,,2023-02-22,08:45:00,white cheeked barbet,0,3,0,,,,,,,,,,45
19858,Jubilee,,,2023-02-22,08:45:00,cinerous tit,0,2,0,,,,,,,,,,45
19859,Jubilee,,,2023-02-22,08:45:00,common myna,0,1,0,,,,,,,,,,45
19860,Jubilee,,,2023-02-22,08:45:00,red whiskered bulbul,0,2,0,,,,,,,,,,45
19861,Jubilee,,,2023-02-22,08:45:00,common tailorbird,0,1,0,,,,,,,,,,45
19862,Jubilee,,,2023-02-22,08:45:00,blythes reed warbler,0,1,0,,,,,,,,,,45
19863,Jubilee,,,2023-02-22,08:45:00,oriental magpie robin,0,1,0,,,,,,,,,,45
19864,Jubilee,,,2023-02-22,08:46:00,oriental magpie robin,0,1,0,,,,,,,,,,46
19865,Jubilee,,,2023-02-22,08:46:00,cinerous tit,0,1,0,,,,,,,,,,46
19866,Jubilee,,,2023-02-22,08:46:00,common tailorbird,0,1,0,,,,,,,,,,46
19867,Jubilee,,,2023-02-22,08:47:00,cinerous tit,0,2,0,,,,,,,,,,47
19868,Jubilee,,,2023-02-22,08:47:00,white cheeked barbet,0,2,0,,,,,,,,,,47
19869,Jubilee,,,2023-02-22,08:47:00,black kite,0,1,0,,,,,,,,,,47
19870,Jubilee,,,2023-02-22,08:47:00,large billed crow,0,3,0,,,,,,,,,,47
19871,Jubilee,,,2023-02-22,08:47:00,common myna,0,2,0,,,,,,,,,,47
19872,Jubilee,,,2023-02-22,08:47:00,black naped oriole,0,1,0,,,,,,,,,,47
19873,Jubilee,,,2023-02-22,08:48:00,red whiskered bulbul,0,1,0,,,,,,,,,,48
19874,Jubilee,,,2023-02-22,08:48:00,large billed crow,0,2,0,,,,,,,,,,48
19875,Jubilee,,,2023-02-22,08:48:00,white cheeked barbet,0,3,0,,,,,,,,,,48
19876,Jubilee,,,2023-02-22,08:48:00,common myna,0,2,0,,,,,,,,,,48
19877,Jubilee,,,2023-02-22,08:48:00,black kite,0,2,0,,,,,,,,,,48
19878,Jubilee,,,2023-02-22,08:49:00,common myna,0,2,0,,,,,,,,,,49
19879,Jubilee,,,2023-02-22,08:49:00,red whiskered bulbul,0,2,0,,,,,,,,,,49
19880,Jubilee,,,2023-02-22,08:49:00,large billed crow,0,2,0,,,,,,,,,,49
19881,Jubilee,,,2023-02-22,08:49:00,cinerous tit,0,1,0,,,,,,,,,,49
19882,Jubilee,,,2023-02-22,08:49:00,blythes reed warbler,0,1,0,,,,,,,,,,49
19883,Jubilee,,,2023-02-22,08:49:00,booted eagle,1,0,0,,,,,,,,,,49
19884,Jubilee,,,2023-02-22,08:49:00,pale billed flowerpecker,0,1,0,,,,,,,,,,49
19885,Jubilee,,,2023-02-22,08:50:00,pale billed flowerpecker,0,1,0,,,,,,,,,,50
19886,Jubilee,,,2023-02-22,08:50:00,greater coucal,0,1,0,,,,,,,,,,50
19887,Jubilee,,,2023-02-22,08:50:00,common myna,0,2,0,,,,,,,,,,50
19888,Jubilee,,,2023-02-22,08:50:00,red whiskered bulbul,0,2,0,,,,,,,,,,50
19889,Jubilee,,,2023-02-22,08:50:00,cinerous tit,0,2,0,,,,,,,,,,50
19890,Jubilee,,,2023-02-22,08:50:00,black kite,0,1,0,,,,,,,,,,50
19891,Jubilee,,,2023-02-22,08:51:00,common myna,0,2,0,,,,,,,,,,51
19892,Jubilee,,,2023-02-22,08:51:00,white cheeked barbet,0,3,0,,,,,,,,,,51
19893,Jubilee,,,2023-02-22,08:51:00,cinerous tit,0,1,0,,,,,,,,,,51
19894,Jubilee,,,2023-02-22,08:51:00,oriental magpie robin,0,1,0,,,,,,,,,,51
19895,Jubilee,,,2023-02-22,08:52:00,large billed crow,0,1,0,,,,,,,,,,52
19896,Jubilee,,,2023-02-22,08:52:00,common myna,0,2,0,,,,,,,,,,52
19897,Jubilee,,,2023-02-22,08:52:00,oriental magpie robin,0,1,0,,,,,,,,,,52
19898,Jubilee,,,2023-02-22,08:52:00,cinerous tit,0,2,0,,,,,,,,,,52
19899,Jubilee,,,2023-02-22,08:52:00,white cheeked barbet,0,1,0,,,,,,,,,,52
19900,Jubilee,,,2023-02-22,08:52:00,greenish warbler,0,1,0,,,,,,,,,,52
19901,Jubilee,,,2023-02-22,08:52:00,shikra,1,0,0,,,,,,,,,,52
