,name,date,time code,loc,wea,datetimelabel
2561,rose ringed parakeet,20230211,4,Jubilee,sunny,20230211_4
2562,large billed crow,20230211,11,Jubilee,sunny,20230211_11
2563,large billed crow,20230211,17,Jubilee,sunny,20230211_17
2564,large billed crow,20230211,28,Jubilee,sunny,20230211_28
2565,large billed crow,20230211,36,Jubilee,sunny,20230211_36
2566,large billed crow,20230211,41,Jubilee,sunny,20230211_41
2567,common myna,20230211,48,Jubilee,sunny,20230211_48
2568,oriental magpie robin,20230209,0,B7,sunny,20230209_0
2569,purple rumped sunbird,20230209,1,B7,sunny,20230209_1
2570,blythes reed warbler,20230209,1,B7,sunny,20230209_1
2571,oriental magpie robin,20230209,2,B7,sunny,20230209_2
2572,common tailorbird,20230209,3,B7,sunny,20230209_3
2573,red whiskered bulbul,20230209,4,B7,sunny,20230209_4
2574,purple sunbird,20230209,4,B7,sunny,20230209_4
2575,large billed crow,20230209,5,B7,sunny,20230209_5
2576,large billed crow,20230209,6,B7,sunny,20230209_6
2577,white cheeked barbet,20230209,6,B7,sunny,20230209_6
2578,oriental magpie robin,20230209,9,B7,sunny,20230209_9
2579,large billed crow,20230209,9,B7,sunny,20230209_9
2580,white cheeked barbet,20230209,10,B7,sunny,20230209_10
2581,large billed crow,20230209,17,B7,sunny,20230209_17
2582,lottens sunbird,20230209,21,B7,sunny,20230209_21
2583,oriental magpie robin,20230209,22,B7,sunny,20230209_22
2584,oriental magpie robin,20230209,27,B7,sunny,20230209_27
2585,oriental magpie robin,20230209,29,B7,sunny,20230209_29
2586,large billed crow,20230209,30,B7,sunny,20230209_30
2587,rose ringed parakeet,20230209,32,B7,sunny,20230209_32
2588,rose ringed parakeet,20230209,33,B7,sunny,20230209_33
2589,rose ringed parakeet,20230209,34,B7,sunny,20230209_34
2590,large billed crow,20230209,34,B7,sunny,20230209_34
2591,oriental magpie robin,20230209,34,B7,sunny,20230209_34
2592,rose ringed parakeet,20230209,35,B7,sunny,20230209_35
2593,oriental magpie robin,20230209,35,B7,sunny,20230209_35
2594,rose ringed parakeet,20230209,36,B7,sunny,20230209_36
2595,oriental magpie robin,20230209,36,B7,sunny,20230209_36
2596,large billed crow,20230209,37,B7,sunny,20230209_37
2597,rose ringed parakeet,20230209,37,B7,sunny,20230209_37
2598,oriental magpie robin,20230209,38,B7,sunny,20230209_38
2599,rose ringed parakeet,20230209,39,B7,sunny,20230209_39
2600,blue capped rock thrush,20230207,0,Rocks,sunny,20230207_0
2601,red whiskered bulbul,20230207,0,Rocks,sunny,20230207_0
2602,red whiskered bulbul,20230207,2,Rocks,sunny,20230207_2
2603,common myna,20230207,2,Rocks,sunny,20230207_2
2604,purple rumped sunbird,20230207,2,Rocks,sunny,20230207_2
2605,purple rumped sunbird,20230207,3,Rocks,sunny,20230207_3
2606,purple sunbird,20230207,4,Rocks,sunny,20230207_4
2607,large billed crow,20230207,4,Rocks,sunny,20230207_4
2608,red whiskered bulbul,20230207,5,Rocks,sunny,20230207_5
2609,purple rumped sunbird,20230207,5,Rocks,sunny,20230207_5
2610,red whiskered bulbul,20230207,6,Rocks,sunny,20230207_6
2611,red whiskered bulbul,20230207,7,Rocks,sunny,20230207_7
2612,red whiskered bulbul,20230207,8,Rocks,sunny,20230207_8
2613,red whiskered bulbul,20230207,9,Rocks,sunny,20230207_9
